channel,base_mse,ret_mse,ret_better_frac,corr_cos_mean,oracle_lambda_mse,lambda_eq0_frac,lambda_val_channel,global_lambda_mse,arm
1,0.2140388786792755,0.2497885376214981,0.3034111261367798,0.15126623213291168,0.1923738718032837,0.2883303463459015,0.5054054260253906,0.2133561074733734,Individual-OP-Asym
2,0.839892566204071,0.8976198434829712,0.4312387704849243,0.2003101110458374,0.6807283759117126,0.29802513122558594,0.48679301142692566,0.7925986051559448,Individual-OP-Asym
3,0.17580591142177582,0.20106108486652374,0.3123877942562103,0.15203170478343964,0.15639564394950867,0.29012566804885864,0.6338140368461609,0.17754846811294556,Individual-OP-Asym
4,0.5278666615486145,0.5566063523292542,0.3734290897846222,0.2137577384710312,0.4476220905780792,0.24739676713943481,0.17772479355335236,0.5053573250770569,Individual-OP-Asym
5,0.12776392698287964,0.1683029979467392,0.2833034098148346,0.12661828100681305,0.11592520028352737,0.3281867206096649,0.38723936676979065,0.12907135486602783,Individual-OP-Asym
6,0.055598560720682144,0.07268199324607849,0.3109515309333801,0.04376036301255226,0.04925334081053734,0.4621185064315796,0.2718221843242645,0.05649265646934509,Individual-OP-Asym
0,0.8098637461662292,0.9489551186561584,0.37809693813323975,0.16765831410884857,0.678741991519928,0.3138240575790405,0.21537907421588898,0.7815559506416321,Set-OP-Asym
1,0.2140388786792755,0.2813848555088043,0.2710951566696167,0.12664557993412018,0.19339685142040253,0.32280072569847107,0.44457006454467773,0.21907968819141388,Set-OP-Asym
2,0.839892566204071,0.9773243069648743,0.38671454787254333,0.17589068412780762,0.6964621543884277,0.3123877942562103,0.2699297070503235,0.804892361164093,Set-OP-Asym
3,0.17580591142177582,0.22563308477401733,0.2588869035243988,0.11927200853824615,0.15750433504581451,0.34434470534324646,0.5412777066230774,0.182620108127594,Set-OP-Asym
4,0.5278666615486145,0.630867063999176,0.2926391363143921,0.17459207773208618,0.4621228277683258,0.28581687808036804,0.02644037827849388,0.5246101021766663,Set-OP-Asym
5,0.12776392698287964,0.18827953934669495,0.23806104063987732,0.11462027579545975,0.11553435772657394,0.3497307002544403,0.4435880780220032,0.1344437599182129,Set-OP-Asym
6,0.055598560720682144,0.11705944687128067,0.2538599669933319,0.04162856191396713,0.0486639030277729,0.46678635478019714,0.15865808725357056,0.05745651200413704,Set-OP-Asym
0,0.8098637461662292,0.7999674081802368,0.4570915699005127,0.22187425196170807,0.6537191867828369,0.26570916175842285,0.4555610418319702,0.7458435893058777,KL+Asym[s2ls]
1,0.2140388786792755,0.24767546355724335,0.3105924725532532,0.1404360830783844,0.19234728813171387,0.3113105893135071,0.4676542282104492,0.21194589138031006,KL+Asym[s2ls]
2,0.839892566204071,0.8290084600448608,0.45457810163497925,0.22249941527843475,0.6740878820419312,0.27648115158081055,0.4983585774898529,0.7719505429267883,KL+Asym[s2ls]
3,0.17580591142177582,0.19473432004451752,0.3267504572868347,0.1521683782339096,0.15554702281951904,0.28581687808036804,0.6013146042823792,0.17356641590595245,KL+Asym[s2ls]
4,0.5278666615486145,0.5381693243980408,0.3813285529613495,0.20396411418914795,0.44994354248046875,0.24631956219673157,0.0006197152542881668,0.5277699828147888,KL+Asym[s2ls]
5,0.12776392698287964,0.16334255039691925,0.29228007793426514,0.11349549889564514,0.11606887727975845,0.341831237077713,0.4826303720474243,0.13179750740528107,KL+Asym[s2ls]
6,0.055598560720682144,0.07545618712902069,0.3034111261367798,0.0786738321185112,0.04979662597179413,0.42728903889656067,0.21385136246681213,0.05628408491611481,KL+Asym[s2ls]
0,0.8098637461662292,0.7999674081802368,0.4570915699005127,0.22187425196170807,0.6537191867828369,0.26570916175842285,0.4555610418319702,0.7458435893058777,KL+Asym[e2]
1,0.2140388786792755,0.24767546355724335,0.3105924725532532,0.1404360830783844,0.19234728813171387,0.3113105893135071,0.4676542282104492,0.21194589138031006,KL+Asym[e2]
2,0.839892566204071,0.8290084600448608,0.45457810163497925,0.22249941527843475,0.6740878820419312,0.27648115158081055,0.4983585774898529,0.7719505429267883,KL+Asym[e2]
3,0.17580591142177582,0.19473432004451752,0.3267504572868347,0.1521683782339096,0.15554702281951904,0.28581687808036804,0.6013146042823792,0.17356641590595245,KL+Asym[e2]
4,0.5278666615486145,0.5381693243980408,0.3813285529613495,0.20396411418914795,0.44994354248046875,0.24631956219673157,0.0006197152542881668,0.5277699828147888,KL+Asym[e2]
5,0.12776392698287964,0.16334255039691925,0.29228007793426514,0.11349549889564514,0.11606887727975845,0.341831237077713,0.4826303720474243,0.13179750740528107,KL+Asym[e2]
6,0.055598560720682144,0.07545618712902069,0.3034111261367798,0.0786738321185112,0.04979662597179413,0.42728903889656067,0.21385136246681213,0.05628408491611481,KL+Asym[e2]
0,0.8098637461662292,0.2832775413990021,0.9802513718605042,0.7630228996276855,0.27449068427085876,0.0017953321803361177,0.960503876209259,0.28523945808410645,Oracle-Individual
1,0.2140388786792755,0.11252693086862564,0.966965913772583,0.6347230076789856,0.10977260023355484,0.0003590664127841592,1.0,0.11252693086862564,Oracle-Individual
2,0.839892566204071,0.2659801244735718,0.9877917170524597,0.7817285656929016,0.25930458307266235,0.0010771992383524776,0.978975772857666,0.26712244749069214,Oracle-Individual
3,0.17580591142177582,0.09270454198122025,0.9619389772415161,0.6308059692382812,0.09078706800937653,0.0007181328255683184,1.0,0.09270454943180084,Oracle-Individual
4,0.5278666615486145,0.2056032419204712,0.8789946436882019,0.662424623966217,0.19634026288986206,0.0032315978314727545,1.0,0.20560325682163239,Oracle-Individual
5,0.12776392698287964,0.06438666582107544,0.9705565571784973,0.6438027024269104,0.06341500580310822,0.0,1.0,0.06438666582107544,Oracle-Individual
6,0.055598560720682144,0.009132358245551586,0.9992818832397461,0.8573663830757141,0.008760144002735615,0.0,1.0,0.00913235917687416,Oracle-Individual
0,0.8098637461662292,0.26471200585365295,0.985996425151825,0.7787781953811646,0.2573915123939514,0.0014362656511366367,0.9651329517364502,0.26631179451942444,Oracle-Individual(uniform)
1,0.2140388786792755,0.10494348406791687,0.9827648401260376,0.6650221943855286,0.10314008593559265,0.0003590664127841592,1.0,0.10494348406791687,Oracle-Individual(uniform)
2,0.839892566204071,0.24949783086776733,0.9906642436981201,0.7952568531036377,0.2442808598279953,0.0003590664127841592,0.9837579727172852,0.2503461241722107,Oracle-Individual(uniform)
3,0.17580591142177582,0.08747652918100357,0.981328547000885,0.6553970575332642,0.08622819185256958,0.0003590664127841592,1.0,0.08747653663158417,Oracle-Individual(uniform)
4,0.5278666615486145,0.19108469784259796,0.9292638897895813,0.6873617768287659,0.18507641553878784,0.0028725313022732735,1.0,0.19108469784259796,Oracle-Individual(uniform)
5,0.12776392698287964,0.06034848466515541,0.9780969619750977,0.6675568222999573,0.05958230048418045,0.0,1.0,0.06034848466515541,Oracle-Individual(uniform)
6,0.055598560720682144,0.008413932286202908,0.9992818832397461,0.8674809336662292,0.00812315009534359,0.0,1.0,0.008413931354880333,Oracle-Individual(uniform)
0,0.8098637461662292,0.21085238456726074,0.9949730634689331,0.834787905216217,0.20772770047187805,0.0010771992383524776,1.0,0.21085238456726074,Oracle-Set
1,0.2140388786792755,0.07781072705984116,0.9985637068748474,0.7728703022003174,0.07749239355325699,0.0,1.0,0.07781071960926056,Oracle-Set
2,0.839892566204071,0.19694320857524872,0.9964093565940857,0.8491771221160889,0.19508452713489532,0.0,1.0,0.1969432234764099,Oracle-Set
3,0.17580591142177582,0.06573822349309921,1.0,0.7708878517150879,0.06557462364435196,0.0,1.0,0.06573821604251862,Oracle-Set
4,0.5278666615486145,0.12948334217071533,0.9989228248596191,0.8273791670799255,0.12910917401313782,0.0,1.0,0.12948334217071533,Oracle-Set
5,0.12776392698287964,0.03716754913330078,1.0,0.8329045176506042,0.03715185075998306,0.0,1.0,0.03716755285859108,Oracle-Set
6,0.055598560720682144,0.0032377594616264105,1.0,0.949982225894928,0.0032306460198014975,0.0,1.0,0.003237759694457054,Oracle-Set
